============================================================================
DIRBE SYSTEM SPECTRAL RESPONSE
Version:  Pass 3B data release, November 1996
          Only differs from the Pass 2B (1994) release in that wavelengths
118.444   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.27   0.32   0.00
119.369   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.20   0.33   0.00
120.302   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.16   0.34   0.00
121.241   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.12   0.34   0.00
122.188   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.09   0.35   0.00
123.143   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.35   0.00
124.105   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.06   0.36   0.00
125.074   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05   0.37   0.00
126.051   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04   0.38   0.00
127.036   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.39   0.00
128.028   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.41   0.00
129.028   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.43   0.00
130.036   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.45   0.00
131.052   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.47   0.00
132.076   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.49   0.00
133.107   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.51   0.00
134.147   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.53   0.00
135.195   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.55   0.00
136.251   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.58   0.00
137.315   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.60   0.00
138.388   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.63   0.00
139.469   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.67   0.00
140.558   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.70   0.00
141.656   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.73   0.00
142.763   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.77   0.00
143.878   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.80   0.00
145.002   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.84   0.00
146.134   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.87   0.00
147.276   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.91   0.00
148.426   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.95   0.00
149.586   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.97   0.00
150.754   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.98   0.00
151.932   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.00
153.118   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00
154.314   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00
155.520   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.97   0.00
156.735   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.94   0.00
157.959   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.92   0.00
159.193   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.88   0.00
160.436   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.84   0.00
161.690   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.79   0.00
162.953   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.74   0.01
164.225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.68   0.01
165.508   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.62   0.02
166.801   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.55   0.03
168.104   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.48   0.03
169.417   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.41   0.04
170.741   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.37   0.06
172.074   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.32   0.07
173.418   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.28   0.08
174.773   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.24   0.10
176.138   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.20   0.11
177.514   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.18   0.14
178.901   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.15   0.16
180.298   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.13   0.18
181.706   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.10   0.20
183.126   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.10   0.23
184.556   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.09   0.26
185.998   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.09   0.29
187.451   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.08   0.32
188.915   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.08   0.34
190.391   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.08   0.37
191.878   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.41
193.377   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.44
194.887   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.47
196.410   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.50
197.944   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.06   0.52
199.490   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.06   0.55
201.048   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05   0.58
202.619   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05   0.60
204.201   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05   0.63
205.797   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04   0.64
207.404   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04   0.66
209.024   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04   0.67
210.657   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.69
212.302   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.70
213.961   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.71
215.632   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.72
217.316   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.73
219.014   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.73
220.725   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.74
222.449   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.75
224.187   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.76
225.938   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.78
227.703   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.79
229.481   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.80
231.274   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.81
233.080   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.83
234.901   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.85
236.736   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.86
238.585   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.88
240.449   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.90
242.327   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.92
244.220   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.94
246.128   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.95
248.050   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.96
249.988   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.97
251.940   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.98
253.908   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.99
255.892   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   1.00
257.891   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   1.00
259.905   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.97
261.935   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.95
263.981   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.92
266.043   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.90
268.121   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.87
270.216   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.85
272.327   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.82
274.454   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.80
276.598   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.77
278.758   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.75
280.936   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.73
283.130   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.70
285.342   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.68
287.571   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.65
289.817   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.61
292.081   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.58
294.362   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.54
296.662   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.51
298.979   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.47
301.314   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.44
303.668   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.40
306.040   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.37
308.431   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.34
310.840   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.31
313.268   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.28
315.715   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.25
318.181   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.22
320.667   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.19
323.171   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.16
325.696   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.15
328.240   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.14
330.804   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.12
333.388   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.11
335.992   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.10
338.617   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.09
341.262   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.08
343.927   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.07
346.614   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.06
349.321   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.06
352.050   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05
354.800   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.05
357.572   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04
360.365   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04
363.180   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.04
366.016   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
368.876   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
371.757   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
374.661   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
377.587   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
380.537   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
383.509   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
386.505   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
389.524   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
392.567   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
395.633   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
398.724   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
401.838   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
404.977   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
408.141   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.03
411.329   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
414.542   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
417.780   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
421.043   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
424.332   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
427.647   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
430.987   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
434.354   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
437.747   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.02
441.166   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01
444.612   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01
448.085   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01
451.585   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.01
455.113   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
458.668   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
462.250   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
465.861   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
469.500   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
473.168   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
476.864   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
480.589   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
484.343   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
488.126   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
491.939   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
495.781   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
499.654   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
